SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Decision
4,0.4448475241661072,0.654396270118563,0,0,0,1,4.0,0,0,22.0,124.91740417480469,0,1,0,0,0,4917.json,NotBuggy
3,0.8570438623428345,0.8011660150446561,0,0,0,1,3.77,0,0,19.0,130.85745239257812,0,1,0,0,0,16446.json,NotBuggy
13,0.5980753302574158,0.8355753705899164,1,1,2,4,8.19,3,2,51.0,99.86309051513672,1,1,2,0,0,2013.json,NotBuggy
4,0.5276153683662415,0.6114585204163905,0,0,0,1,4.0,0,1,24.0,124.361083984375,0,1,0,0,0,23472.json,NotBuggy
3,0.48942163586616516,0.7240023292261537,0,0,0,1,3.77,0,0,17.0,131.1535186767578,0,1,0,0,0,4795.json,NotBuggy
3,0.6041892766952515,0.5154930467845078,0,0,0,1,3.77,0,0,22.0,129.47398376464844,0,2,0,0,0,1731.json,NotBuggy
4,0.05745261535048485,0.8495498945879486,0,0,0,1,4.0,0,2,16.0,127.25547790527344,0,0,0,0,0,26227.json,NotBuggy
3,0.608583390712738,0.8514575650635621,0,0,0,1,3.77,0,1,17.0,131.28770446777344,0,1,0,0,0,2546.json,NotBuggy
7,9.92430024780333E-4,0.03960168048958215,0,0,0,1,9.42,0,1,50.0,110.63240814208984,0,2,0,0,0,25411.json,NotBuggy
3,0.6174572706222534,0.9092793438172044,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,15772.json,NotBuggy
3,0.6490063071250916,0.8149551492758706,0,0,0,1,3.77,0,0,14.0,132.4454345703125,0,0,0,0,0,6926.json,NotBuggy
13,0.22621911764144897,0.0946728173609088,2,3,5,4,9.85,3,3,60.0,99.18941497802734,0,0,2,0,0,20283.json,NotBuggy
3,0.852817714214325,0.8879452813415663,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,11728.json,NotBuggy
3,0.8574724793434143,0.9303261786590735,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,11685.json,NotBuggy
3,0.5457532405853271,0.19608231947191201,0,0,0,1,4.0,0,0,32.0,127.25540161132812,1,1,0,0,0,22714.json,NotBuggy
29,0.007101933937519789,4.403790905883488E-6,2,2,4,6,6.73,3,7,147.0,80.06873321533203,0,0,1,0,0,2773.json,Buggy
3,0.06279724091291428,0.7611550511060646,0,0,0,1,3.77,0,1,15.0,132.086669921875,0,0,0,0,0,25946.json,NotBuggy
2,0.9850264191627502,0.8074469567870848,0,0,0,1,3.77,0,0,14.0,139.0139617919922,1,2,0,0,0,30669.json,NotBuggy
15,0.003542704973369837,2.2628776064416857E-4,4,4,8,5,4.95,1,8,96.0,93.78572082519531,0,2,0,0,0,8473.json,NotBuggy
3,0.9776738882064819,0.5670150647353012,0,0,0,1,4.0,0,0,21.0,129.81976318359375,1,0,0,0,0,22625.json,NotBuggy
7,0.04081185162067413,0.09843433946893057,2,2,4,2,4.8,1,5,46.0,110.99961853027344,0,1,1,0,0,20567.json,NotBuggy
8,0.011351309716701508,0.8427492518110914,0,0,0,1,10.39,0,2,26.0,112.71587371826172,0,1,0,0,0,26376.json,NotBuggy
16,0.09151591360569,0.19990329832469475,0,0,0,1,7.05,1,1,64.0,96.06310272216797,0,0,0,0,0,15842.json,NotBuggy
3,0.5260826349258423,0.9143569545925688,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,19092.json,NotBuggy
58,0.0,8.51193310909109E-20,9,7,16,10,6.29,4,30,403.0,62.31599044799805,0,1,8,0,0,2121.json,NotBuggy
3,0.2701084017753601,0.7129278697438246,0,0,0,1,3.77,0,1,18.0,130.7338104248047,0,0,0,0,0,5570.json,NotBuggy
13,0.35278862714767456,0.061311895424939644,4,3,7,4,6.74,2,5,63.0,98.7642822265625,0,1,2,0,0,12972.json,NotBuggy
16,0.048998210579156876,0.007832688339587134,2,2,4,4,7.75,2,6,74.0,94.12519073486328,0,0,1,0,0,2953.json,NotBuggy
10,0.5354672074317932,0.10400294799867278,3,2,5,3,5.06,1,5,53.0,104.37776947021484,0,0,1,0,0,2094.json,NotBuggy
3,0.785103440284729,0.7354880565905458,0,0,0,1,3.77,0,1,17.0,131.1535186767578,0,0,0,0,0,10234.json,NotBuggy
6,0.5582107901573181,0.09883699604861979,2,2,4,3,5.5,1,0,42.0,113.73991394042969,0,1,1,0,0,18592.json,NotBuggy
5,0.1494373232126236,0.5750377469471007,0,0,0,2,5.99,1,1,28.0,119.71456909179688,0,1,1,0,0,9290.json,NotBuggy
15,0.010165059939026833,0.20989172085062222,4,2,6,3,7.08,2,2,61.0,97.14457702636719,0,2,1,0,0,25701.json,NotBuggy
3,0.7532716989517212,0.7330255253589307,0,0,0,1,3.77,0,1,17.0,131.28770446777344,0,1,0,0,0,8464.json,NotBuggy
26,0.021834127604961395,0.0010078901401743723,0,0,0,4,8.28,1,8,115.0,83.86331939697266,0,0,1,0,0,21231.json,NotBuggy
3,0.002855003112927079,0.21446657640810812,0,0,0,1,3.77,0,3,32.0,127.62944793701172,0,0,0,0,0,7870.json,NotBuggy
4,0.14815741777420044,0.3133351690105373,0,0,0,1,4.0,0,1,31.0,122.84404754638672,0,2,0,0,0,18638.json,NotBuggy
15,0.007734768092632294,0.009223676536960468,2,2,4,3,6.79,2,8,77.0,95.3089370727539,1,1,1,0,0,22101.json,NotBuggy
8,0.07354238629341125,0.2940641432864054,1,1,2,2,5.66,1,3,38.0,110.24234008789062,0,0,0,0,0,30461.json,NotBuggy
23,0.011405916884541512,6.50217682023357E-5,0,0,0,5,6.8,2,5,115.0,85.58683776855469,0,3,1,0,0,18293.json,NotBuggy
3,0.10490038990974426,0.45410598550584047,0,0,0,1,3.77,0,1,25.0,128.8092498779297,0,2,0,0,0,23822.json,NotBuggy
12,6.621106876991689E-4,0.6604170524739921,0,0,0,1,9.71,0,2,43.0,103.53120422363281,0,1,0,0,0,4376.json,NotBuggy
11,7.153351907618344E-4,5.515347891822134E-5,0,0,0,1,4.75,0,13,104.0,99.07971954345703,0,3,3,0,0,28259.json,NotBuggy
4,0.7976599335670471,0.9106472562798733,0,0,0,1,4.0,0,2,17.0,126.94023132324219,0,0,0,0,0,13220.json,NotBuggy
20,0.001572303706780076,4.3737633310791696E-4,3,3,6,3,14.81,2,7,98.0,89.20906829833984,0,3,3,0,0,88.json,NotBuggy
3,0.6787094473838806,0.9013187955633546,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,28406.json,NotBuggy
3,0.0035361917689442635,0.8999244914611905,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,26547.json,NotBuggy
