SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Decision
3,0.6888430714607239,0.8895312873295665,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,3793.json,NotBuggy
6,0.2317003458738327,0.06330388488776,0,0,0,1,5.5,0,5,44.0,114.01789855957031,0,1,1,0,0,5180.json,NotBuggy
5,0.8735691905021667,0.25823725268505104,1,1,2,2,5.5,0,1,36.0,117.78499603271484,0,1,0,0,0,7313.json,NotBuggy
10,0.3074328899383545,0.4404163625640987,1,1,2,3,8.16,2,2,40.0,105.84111022949219,0,1,0,0,0,7379.json,NotBuggy
4,0.9820516109466553,0.5176222432508761,1,1,2,2,5.99,0,0,26.0,123.61848449707031,0,1,0,0,0,1601.json,NotBuggy
3,0.973079264163971,0.729721392813223,0,0,0,1,5.66,0,0,16.0,131.60296630859375,0,1,0,0,0,681.json,NotBuggy
3,0.020892325788736343,0.15420663159702477,2,2,4,3,3.77,0,0,34.0,126.56415557861328,0,3,0,0,0,3537.json,NotBuggy
4,0.0,0.03948545268224441,0,0,0,1,4.0,0,1,43.0,120.58902740478516,0,5,0,0,0,6844.json,NotBuggy
3,0.837040901184082,0.8995226718481542,0,0,0,1,3.77,0,1,13.0,133.18099975585938,0,0,0,0,0,2310.json,NotBuggy
3,0.8855403661727905,0.937333764000187,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,3661.json,NotBuggy
3,0.7025132179260254,0.6674242758643577,0,0,0,1,3.77,0,1,20.0,130.07347106933594,0,1,0,0,0,6185.json,NotBuggy
3,0.8562374711036682,0.9129263425815145,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,7769.json,NotBuggy
3,0.690101683139801,0.886145806397875,0,0,0,1,3.77,0,0,14.0,132.4454345703125,0,0,0,0,0,7267.json,NotBuggy
3,0.4932253360748291,0.8992203448454401,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,3121.json,NotBuggy
3,0.4044211208820343,0.8228800314624436,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,572.json,NotBuggy
