SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Decision
3,0.03154817223548889,0.8502068080461076,0,0,0,1,3.77,0,1,15.0,132.086669921875,0,0,0,0,0,36493.json,NotBuggy
3,0.6597318053245544,0.6729343417832137,0,0,0,1,3.77,0,1,19.0,130.57513427734375,0,1,0,0,0,23135.json,NotBuggy
3,0.27981674671173096,0.8930690232419447,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,2710.json,NotBuggy
3,0.9087951183319092,0.909666320244057,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,8570.json,NotBuggy
12,0.4840466380119324,0.0016294100324762068,3,2,5,3,4.75,1,3,87.0,98.2110595703125,1,1,3,0,0,16198.json,NotBuggy
3,0.6482268571853638,0.8361302693532482,0,0,0,1,3.77,0,0,14.0,132.4454345703125,0,0,0,0,0,10913.json,NotBuggy
11,0.00521650817245245,1.4260729059902604E-4,0,0,0,1,3.09,0,7,88.0,100.05947875976562,0,0,4,0,0,33224.json,NotBuggy
3,0.07705020159482956,0.2847705568551404,0,0,0,1,3.77,0,2,27.0,127.98577117919922,0,2,0,0,0,41628.json,NotBuggy
3,0.7659261226654053,0.9131452183981854,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,4950.json,NotBuggy
3,0.9413757920265198,0.9100369681880387,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,10245.json,NotBuggy
3,0.7311015129089355,0.9235370923903181,0,0,0,1,0.94,0,1,15.0,132.086669921875,0,0,0,0,0,37331.json,NotBuggy
3,0.8869325518608093,0.8929273867627796,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,12804.json,NotBuggy
3,0.7789160013198853,0.8837877571259856,0,0,0,1,3.77,0,0,13.0,132.9956512451172,0,0,0,0,0,26092.json,NotBuggy
27,0.001215622411109507,4.804978223010196E-5,4,3,7,4,11.61,3,13,131.0,82.39201354980469,1,3,3,0,0,9014.json,NotBuggy
3,0.038307931274175644,0.6524552875987736,0,0,0,1,3.77,0,0,20.0,130.07347106933594,0,1,0,0,0,39965.json,NotBuggy
3,0.4295964539051056,0.7774595800581207,0,0,0,1,3.77,0,0,16.0,131.75106811523438,0,0,0,0,0,10793.json,NotBuggy
3,0.1857682466506958,0.8244139384581387,0,0,0,1,3.77,0,0,15.0,131.9385528564453,0,0,0,0,0,18936.json,NotBuggy
3,0.4894541800022125,0.45021972435616703,0,0,0,1,3.77,0,2,26.0,128.70916748046875,0,1,0,0,0,21343.json,NotBuggy
3,0.9714398980140686,0.9344372911777572,0,0,0,1,3.77,0,0,13.0,132.9956512451172,0,0,0,0,0,14327.json,NotBuggy
11,0.018640626221895218,0.004153273322968461,2,2,4,3,6.0,1,3,70.0,100.91266632080078,0,2,1,0,0,18603.json,NotBuggy
17,0.0,3.8565854196975966E-8,0,0,0,1,17.47,1,7,153.0,89.98542785644531,0,3,0,0,0,14305.json,NotBuggy
3,0.909765899181366,0.817052936552291,0,0,0,1,3.77,0,0,15.0,131.9385528564453,0,1,0,0,0,480.json,NotBuggy
4,0.0454007163643837,0.5992947773226753,0,0,0,1,3.46,0,0,27.0,123.85247039794922,0,2,0,0,0,18033.json,NotBuggy
7,0.11995089799165726,0.020228767420049944,3,2,5,3,8.55,1,1,51.0,110.0694351196289,0,2,1,0,0,17752.json,NotBuggy
3,0.6695947647094727,0.7899058392253672,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,16434.json,NotBuggy
12,0.03733304142951965,1.0024105025967514E-4,0,0,0,2,6.8,1,5,90.0,98.02851867675781,0,4,2,0,0,41282.json,NotBuggy
3,0.7930599451065063,0.890057805927308,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,6315.json,NotBuggy
28,0.0,6.704361046915405E-25,1,1,2,2,7.74,1,19,347.0,76.58300018310547,1,0,13,0,0,15535.json,Buggy
3,0.8030872941017151,0.6873357290043837,0,0,0,1,3.77,0,1,18.0,130.85629272460938,0,1,0,0,0,5375.json,NotBuggy
6,0.021955428645014763,0.21622544515165074,0,0,0,1,7.18,0,3,36.0,115.1243667602539,0,0,0,0,0,15479.json,NotBuggy
11,6.266014534048736E-4,2.267853701553266E-8,8,8,16,9,3.09,0,8,151.0,95.82947540283203,0,0,1,0,0,22223.json,NotBuggy
4,0.35649895668029785,0.5930706056688353,0,0,0,1,4.0,0,2,24.0,124.57742309570312,0,1,0,0,0,26473.json,NotBuggy
