SLOCStandard,Readability,McCabe,totalFanOut,MaintainabilityIndex,file,Detection
8,0.0019679181277751923,2,6,105.27367401123047,16777.json,NotBuggy
15,0.016253547742962837,4,6,93.38825988769531,15168.json,NotBuggy
3,0.23775885999202728,1,2,128.60531616210938,14119.json,NotBuggy
5,0.520820140838623,2,2,116.99040222167969,24372.json,NotBuggy
4,0.2528192698955536,2,3,120.66131591796875,20253.json,NotBuggy
3,0.8126915693283081,1,1,132.086669921875,22200.json,NotBuggy
19,0.34730932116508484,5,8,89.3383560180664,47102.json,NotBuggy
3,0.22222089767456055,1,1,128.1235809326172,38054.json,NotBuggy
14,0.0,1,3,94.29060363769531,47536.json,NotBuggy
4,0.7445726990699768,1,1,126.33003997802734,41770.json,NotBuggy
3,0.8846830725669861,1,0,132.9956512451172,17718.json,NotBuggy
3,0.7395798563957214,1,1,131.43582153320312,15011.json,NotBuggy
12,0.03406178578734398,2,0,99.94593811035156,5846.json,NotBuggy
9,0.06561601161956787,5,3,102.24722290039062,47200.json,NotBuggy
4,0.7405993342399597,1,1,125.15930938720703,41728.json,NotBuggy
46,0.0,9,15,68.69697570800781,821.json,NotBuggy
3,0.01612882874906063,1,2,128.0337677001953,23982.json,NotBuggy
3,0.6477031111717224,1,0,133.59722900390625,28891.json,NotBuggy
1,0.9954765439033508,1,0,149.08523559570312,23925.json,NotBuggy
4,0.15511247515678406,1,3,121.68689727783203,7758.json,NotBuggy
3,0.8708603978157043,1,0,133.59722900390625,8813.json,NotBuggy
3,0.07815726101398468,1,0,127.79666137695312,5029.json,NotBuggy
7,0.007419100031256676,2,2,108.77079772949219,18450.json,NotBuggy
3,0.9539405703544617,1,0,130.99049377441406,45561.json,NotBuggy
6,1.766696514096111E-4,2,2,111.6373519897461,47566.json,NotBuggy
4,0.23963439464569092,1,0,125.64796447753906,7903.json,NotBuggy
11,0.03262586146593094,3,6,100.51133728027344,3986.json,NotBuggy
3,0.9382980465888977,1,0,133.59722900390625,13694.json,NotBuggy
3,0.8873574137687683,1,0,133.59722900390625,2297.json,NotBuggy
17,0.0031324608717113733,1,0,93.792236328125,5527.json,NotBuggy
3,0.7285026907920837,1,0,133.59722900390625,1528.json,NotBuggy
3,0.5266555547714233,1,0,130.30841064453125,14176.json,NotBuggy
7,0.26481983065605164,2,1,110.29943084716797,15624.json,NotBuggy
3,0.32698941230773926,1,1,128.22288513183594,366.json,NotBuggy
3,0.7964611649513245,1,1,131.28770446777344,41554.json,NotBuggy
7,0.9768232703208923,3,0,111.18020629882812,47860.json,NotBuggy
3,0.9001429080963135,1,0,131.46876525878906,5126.json,NotBuggy
3,0.40668562054634094,1,1,132.25152587890625,15995.json,NotBuggy
3,0.950221836566925,1,0,133.59722900390625,38005.json,NotBuggy
3,0.1478661298751831,1,1,128.22288513183594,154.json,NotBuggy
3,0.6504762172698975,1,0,127.87090301513672,5034.json,NotBuggy
4,0.12304947525262833,1,1,123.75868225097656,28257.json,NotBuggy
7,0.285471647977829,2,2,112.68008422851562,44973.json,NotBuggy
3,0.9204725027084351,1,0,132.086669921875,23617.json,NotBuggy
7,0.034466471523046494,3,2,109.30313873291016,45696.json,NotBuggy
3,0.8937225937843323,1,1,130.30841064453125,42398.json,NotBuggy
12,0.12922567129135132,2,2,99.61675262451172,48898.json,NotBuggy
15,0.006510397884994745,4,4,94.50337982177734,8312.json,NotBuggy
3,0.7972753643989563,1,0,133.59722900390625,11425.json,NotBuggy
3,0.37997305393218994,1,0,131.03103637695312,8154.json,NotBuggy
15,0.2248324155807495,5,0,93.32693481445312,10582.json,NotBuggy
3,0.4853762984275818,1,0,132.4454345703125,4685.json,NotBuggy
21,0.006895065773278475,4,13,86.38451385498047,14918.json,Buggy
16,0.002177045913413167,5,4,91.31600952148438,5517.json,NotBuggy
7,0.0639086365699768,2,2,110.46306610107422,37960.json,NotBuggy
3,0.006527595221996307,1,1,127.42049407958984,13195.json,NotBuggy
3,0.8462110757827759,1,0,133.59722900390625,46802.json,NotBuggy
15,0.030878782272338867,5,8,92.41015625,129.json,NotBuggy
3,0.08095674961805344,1,2,129.69032287597656,2739.json,NotBuggy
3,0.24424101412296295,1,0,131.1535186767578,908.json,NotBuggy
12,0.030525613576173782,2,8,97.58570098876953,18849.json,NotBuggy
