SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Detection
9,0.2569841146469116,0.09468466721639453,0,0,0,1,1.13,0,6,52.0,106.40925598144531,0,0,1,0,0,3599.json,NotBuggy
29,0.0012339053209871054,4.273556164480506E-12,3,3,6,4,1.52,1,9,215.0,78.52665710449219,0,0,6,0,0,27362.json,Buggy
18,0.0449608638882637,0.020319731114888044,1,1,2,2,3.84,0,7,97.0,91.6561508178711,0,0,2,0,0,30597.json,NotBuggy
3,0.7441740036010742,0.9083016637686075,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,260.json,NotBuggy
13,0.8344748616218567,0.10707662768120628,4,2,6,3,2.02,2,1,68.0,98.35713195800781,0,2,2,0,0,14296.json,NotBuggy
27,0.21788612008094788,3.392051198717213E-4,3,3,6,5,1.75,2,7,127.0,82.53943634033203,0,0,3,0,0,7920.json,NotBuggy
13,0.6213816404342651,2.5493478356755524E-5,4,4,8,4,1.6,2,0,112.0,95.5323715209961,0,0,6,0,0,31435.json,NotBuggy
3,0.9664255976676941,0.8419160493685803,0,0,0,1,0.94,0,1,18.0,130.85629272460938,0,1,0,0,0,15933.json,NotBuggy
3,0.9132587313652039,0.8120267869215823,0,0,0,1,0.94,0,1,16.0,131.60296630859375,0,0,0,0,0,27694.json,Buggy
3,0.9334344267845154,0.9489206319412082,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,33495.json,NotBuggy
12,0.8782598972320557,0.018043440950550847,3,3,6,3,1.66,2,4,81.0,98.83429718017578,0,2,4,0,0,21469.json,NotBuggy
17,0.0011379726929590106,4.986507648900346E-5,0,0,0,3,1.88,2,7,114.0,91.1259765625,0,0,2,0,0,3511.json,NotBuggy
3,0.9943608641624451,0.9167272012858334,0,0,0,1,0.94,0,0,13.0,132.9956512451172,0,0,0,0,0,15918.json,NotBuggy
3,0.635552167892456,0.766939083494906,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,3985.json,NotBuggy
3,0.9893104434013367,0.9250740708095508,0,0,0,1,0.94,0,0,15.0,132.086669921875,0,1,0,0,0,27057.json,NotBuggy
3,0.9786999225616455,0.9260001307319534,0,0,0,1,0.94,0,0,13.0,132.9956512451172,0,0,0,0,0,2930.json,NotBuggy
3,0.8882728815078735,0.9087505218957541,0,0,0,1,0.94,0,0,15.0,132.086669921875,0,1,0,0,0,22191.json,NotBuggy
27,1.2028563651256263E-4,6.477724201540512E-14,1,1,2,3,4.02,2,15,214.0,79.58636474609375,0,1,4,0,0,18919.json,NotBuggy
